pmid	year	title	journal	affiliation	country
25695524	2015	Cross-platform meta-analysis of multiple gene expression profiles identifies novel expression signatures in acquired anthracycline-resistant breast cancer.	Oncology reports	Department of Biochemistry, Konkuk University School of Medicine, Seoul 143‑701, Republic of Korea.	Greece
25695263	2015	Screening for characteristic microRNAs between pre-invasive and invasive stages of cervical cancer.	Molecular medicine reports	Department of Obstetrics and Gynecology, Shanghai Sixth People's Hospital, Shanghai Jiaotong University, Shanghai 200233, P.R. China.	Greece
25660986	2015	Protein-protein interaction network of gene expression in the hydrocortisone-treated keloid.	International journal of dermatology	Department of Plastic and Reconstructive Surgery, Ren Ji Hospital, School of Medicine, Shanghai Jiaotong University, Shanghai, China.	England
25635527	2015	Autophagy Regulatory Network - a systems-level bioinformatics resource for studying the mechanism and regulation of autophagy.	Autophagy	a Department of Genetics ; Eötvös Loránd University ; Budapest , Hungary.	United Kingdom
25604238	2015	ocsESTdb: a database of oil crop seed EST sequences for comparative analysis and investigation of a global metabolic network and oil accumulation metabolism.	BMC plant biology	Key Laboratory for Oil Crops Biology, the Ministry of Agriculture, PR China, Oil Crops Research Institute, Chinese Academy of Agricultural Sciences, No.2 Xudong Second Road, Wuhan, 430062, China. ketao2@hotmail.com.	England
25592164	2015	Gene expression profiling analysis of castration-resistant prostate cancer.	Medical science monitor : international medical journal of experimental and clinical research	Department of Urology, East Hospital, Tongji University School of Medicine, Shanghai, China (mainland).	United States
25585621	2015	Exploring the association between interleukin-1β and its interacting proteins in Alzheimer's disease.	Molecular medicine reports	Department of Histology and Neurobiology, West China School of Preclinical and Forensic Medicine, Sichuan University, Chengdu, Sichuan 610041, P.R. China.	Greece
25580224	2015	The Cytoscape app article collection.	F1000Research	Gladstone Institutes, San Francisco, CA 95158, USA.	England
25577435	2015	ENViz: a Cytoscape App for integrated statistical analysis and visualization of sample-matched data with multiple data types.	Bioinformatics (Oxford, England)	Agilent Laboratories, Tel-Aviv, Israel, Technion - Israel Institute of Technology, Haifa, Israel, Blue Oak Software and Agilent Laboratories, Santa Clara, CA, USA Agilent Laboratories, Tel-Aviv, Israel, Technion - Israel Institute of Technology, Haifa, Israel, Blue Oak Software and Agilent Laboratories, Santa Clara, CA, USA.	England
25576219	2015	MicroRNA expression profiling and functional annotation analysis of their targets associated with the malignant transformation of oral leukoplakia.	Gene	State Key Laboratory of Natural and Biomimetic Drugs, Department of Pharmacology, School of Basic Medical Sciences, Peking University Health Science Center, and Beijing Key Laboratory of Tumor Systems Biology, Peking University, Beijing 100191, China. Electronic address: akpar15@163.com.	Netherlands
25573623	2015	Identification of hub subnetwork based on topological features of genes in breast cancer.	International journal of molecular medicine	Department of Thyroid and Breast Surgery, Jinan Military General Hospital of Chinese PLA, Jinan, Shandong 250031, P.R. China.	Greece
25565839	2015	Analysis of zinc oxide nanoparticles binding proteins in rat blood and brain homogenate.	International journal of nanomedicine	Department of Bionano Technology, Gachon Medical Research Institute, Gachon University, Sungnam-si, Gyeonggi-do, South Korea.	New Zealand
25565838	2015	Analysis of SiO2 nanoparticles binding proteins in rat blood and brain homogenate.	International journal of nanomedicine	Department of Bionano Technology, Gachon Medical Research Institute, Gachon University, Sungnam-si, South Korea.	New Zealand
25565391	2015	Immune system-related differentially expressed genes, transcription factors and microRNAs in post-menopausal females with osteopenia.	Scandinavian journal of immunology	Department of Orthopaedic Surgery, Shanghai East Hospital, Tongji University, Shanghai, China.	England
25563367	2015	Microarray data analysis reveals differentially expressed genes in prolactinoma.	Neoplasma	NA	Slovakia
26949516	2015	Social Network: a Cytoscape app for visualizing co-authorship networks.	F1000Research	The Donnelly Centre, University of Toronto, Toronto, ON, M5S 1A8, Canada.	England
26937268	2015	CyAnimator: Simple Animations of Cytoscape Networks.	F1000Research	Resource for Biocomputing, Visualization and Informatics,, University of California, San Francisco, CA, 94143, USA.	United States
25541727	2014	ReNE: a cytoscape plugin for regulatory network enhancement.	PloS one	Department of Control and Computer Engineering, Politecnico di Torino, Torino, Italy.	United States
25540777	2014	Comprehensive reconstruction and visualization of non-coding regulatory networks in human.	Frontiers in bioengineering and biotechnology	Department of Computer Science, University of Verona , Verona , Italy.	Switzerland
25527096	2014	The Cyni framework for network inference in Cytoscape.	Bioinformatics (Oxford, England)	Systems Biology Lab, Institut Pasteur, 75724 Paris Cedex 15, France and Department of Systems Biology, Columbia University, New York, NY 10032, USA.	United States
25522143	2014	Plasmid flux in Escherichia coli ST131 sublineages, analyzed by plasmid constellation network (PLACNET), a new method for plasmid reconstruction from whole genome sequences.	PLoS genetics	Departamento de Biología Molecular (Universidad de Cantabria) and Instituto de Biomedicina y Biotecnología de Cantabria IBBTEC (UC-SODERCAN-CSIC), Santander, Spain.	United States
25522063	2014	TimeXNet: identifying active gene sub-networks using time-course gene expression profiles.	BMC systems biology	NA	England
25521941	2014	cytoHubba: identifying hub objects and sub-networks from complex interactome.	BMC systems biology	NA	England
25520778	2014	Cytoscape tools for the web age: D3.js and Cytoscape.js exporters.	F1000Research	Department of Medicine, University of California, San Diego, La Jolla, CA 92093-0688, USA.	United States
25519357	2014	Pathway analysis for genetic association studies: to do, or not to do? That is the question.	BMC proceedings	Department of Epidemiology, Biostatistics and Occupational Health, McGill University, 1020 Pine Avenue West, Montreal, Quebec, H3A 1A2, Canada.	United States
25515564	2014	SMC3 may play an important role in atopic asthma development.	The clinical respiratory journal	Department of Pediatrics, Shengjing Hospital of China Medical University, Shenyang, Liaoning, China.	England
25512274	2014	[Targeted effect of microRNA on nerve growth factor pathway and its functional network in patients with unstable angina].	Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences	Department of Cardiology, Peking University People's Hospital, Beijing 100044, China.	China
25511031	2014	Identification of differently expressed genes in leukemia using multiple microarray datasets.	Genetics and molecular research : GMR	Department of Hematology, Heze Hospital of Traditional Chinese Medicine, Heze, China ziyanzhang12345@126.com.	Brazil
25501146	2014	Protein-protein interaction network analysis of osteoarthritis-related differentially expressed genes.	Genetics and molecular research : GMR	Department of Orthopedics, Shanghai Tenth People's Hospital, Tongji University School of Medicine, Shanghai, China.	Brazil
25488183	2014	Enoxaparin sensitizes human non-small-cell lung carcinomas to gefitinib by inhibiting DOCK1 expression, vimentin phosphorylation, and Akt activation.	Molecular pharmacology	State Key Laboratory of Natural and Biomimetic Drugs, Department of Pharmacology, School of Basic Medical Sciences, Health Science Center and Beijing Key Laboratory of Tumor Systems Biology, Peking University, Beijing, People's Republic of China (Y.P., X.L., J.D., S.F., J.F., Y.X., H.Y., Y.W., X.L.); and Medical and Healthy Analytical Center, Peking University Health Science Center, Beijing, People's Republic of China (L.Y.).	United States
25475428	2014	Database screening of herbal monomers regulating autophagy by constructing a &quot;disease-gene-drug&quot; network.	BMC complementary and alternative medicine	Department of General Surgery, the First Affiliated Hospital of Harbin Medical University, Harbin, China. Dongbo_xue@126.com.	England
25469323	2014	Visual analytics in healthcare education: exploring novel ways to analyze and represent big data in undergraduate medical education.	PeerJ	Department of Learning, Informatics, Management and Ethics, Karolinska Institutet , Stockholm , Sweden.	United States
25468726	2014	Molecular mechanisms of osteoarthritis using gene microarrays.	Acta histochemica	Microsurgical Ward Section, The First Affiliated Hospital of the Henan University of Science and Technology, Jinghua Road No. 24, Luoyang 471000, China.	Germany
25451770	2014	CytoNCA: a cytoscape plugin for centrality analysis and evaluation of protein interaction networks.	Bio Systems	School of Information Science and Engineering, Central South University, Changsha 410083, China.	Ireland
25450280	2014	Analysis of hepatocellular carcinoma and metastatic hepatic carcinoma via functional modules in a protein-protein interaction network.	Journal of cancer research and therapeutics	Department of General Surgery, Second Affiliated Hospital of Soochow University, Suzhou 215004, China.	India
25445499	2014	Microarray gene expression profiling and bioinformatics analysis of premature ovarian failure in a rat model.	Experimental and molecular pathology	Key Laboratory of State Administration of Traditional Chinese Medicine of the People's Republic of China, Department of Formulas of Traditional Chinese Medicine, School of Basic Medical Sciences, Heilongjinag University of Chinese Medicine, Harbin 150040, China. Electronic address: liji@hljucm.net.	Netherlands
25435164	2014	Gene co-expression network and function modules in three types of glioma.	Molecular medicine reports	Department of Neurosurgery, Shengjing Hospital of China Medical University, Shenyang, Liaoning 110004, P.R. China.	Greece
